SumBiomass,fecund_pop,Lp50_pop,num_pop,Finput,CVg,Epoch
25268,5.52E+06,73.824,1405,0.2,0,1
26262,5.84E+06,73.824,1445,0.2,0,1
26360,6.19E+06,73.824,1416,0.2,0,1
24670,6.07E+06,73.824,1431,0.2,0,1
25326,6.38E+06,73.824,1468,0.2,0,1
25590,6.55E+06,73.824,1527,0.2,0,1
26611,6.60E+06,73.824,1470,0.2,0,1
27633,6.02E+06,73.824,1421,0.2,0,1
24612,5.89E+06,73.824,1399,0.2,0,1
25282,6.13E+06,73.824,1455,0.2,0,1
24874,6.19E+06,73.824,1482,0.2,0,1
26544,6.31E+06,73.824,1553,0.2,0,1
27930,6.38E+06,73.824,1483,0.2,0,1
26954,6.15E+06,73.824,1472,0.2,0,1
26871,6.35E+06,73.824,1485,0.2,0,1
27368,6.09E+06,73.824,1504,0.2,0,1
26628,5.98E+06,73.824,1418,0.2,0,1
26037,5.76E+06,73.824,1381,0.2,0,1
24675,5.34E+06,73.824,1346,0.2,0,1
23765,6.03E+06,73.824,1419,0.2,0,1
24551,5.74E+06,73.824,1420,0.2,0,1
25388,5.75E+06,73.824,1394,0.2,0,1
24885,5.76E+06,73.824,1451,0.2,0,1
25212,5.76E+06,73.824,1446,0.2,0,1
25012,5.15E+06,73.824,1368,0.2,0,1
25102,6.14E+06,73.824,1426,0.2,0,1
25034,6.48E+06,73.824,1494,0.2,0,1
25156,6.39E+06,73.824,1438,0.2,0,1
24679,5.98E+06,73.824,1435,0.2,0,1
26112,5.79E+06,73.824,1450,0.2,0,1
25333,6.58E+06,73.824,1511,0.2,0,1
25801,6.69E+06,73.824,1501,0.2,0,1
26641,6.63E+06,73.824,1649,0.2,0,1
31977,7.84E+06,73.824,1685,0.2,0,1
31781,9.72E+06,73.824,1649,0.2,0,1
33644,9.81E+06,73.824,1642,0.2,0,1
31684,1.00E+07,73.824,1582,0.2,0,1
31812,8.88E+06,73.824,1646,0.2,0,1
31554,9.53E+06,73.824,1731,0.2,0,1
33045,9.84E+06,73.824,1732,0.2,0,1
34886,9.66E+06,73.824,1801,0.2,0,1
36034,9.45E+06,73.824,1870,0.2,0,1
36654,1.05E+07,73.824,1836,0.2,0,1
36810,1.09E+07,73.824,1782,0.2,0,1
37506,1.07E+07,73.824,1740,0.2,0,1
34151,9.30E+06,73.824,1773,0.2,0,1
36006,9.73E+06,73.824,1770,0.2,0,1
34923,9.48E+06,73.824,1769,0.2,0,1
35425,9.70E+06,73.824,1789,0.2,0,1
34275,1.04E+07,73.824,1726,0.2,0,1
35989,9.51E+06,73.824,1743,0.2,0,1
35045,1.02E+07,73.824,1746,0.2,0,1
35361,1.03E+07,73.824,1679,0.2,0,1
33610,9.84E+06,73.824,1680,0.2,0,1
33100,9.62E+06,73.824,1742,0.2,0,1
34030,1.00E+07,73.824,1669,0.2,0,1
33309,9.20E+06,73.824,1734,0.2,0,1
34926,9.39E+06,73.824,1801,0.2,0,1
33423,9.50E+06,73.824,1792,0.2,0,1
37248,9.72E+06,73.824,1789,0.2,0,1
36805,1.07E+07,73.824,1712,0.2,0,1
34985,9.66E+06,73.824,1728,0.2,0,1
35483,9.97E+06,73.824,1771,0.2,0,1
34427,1.04E+07,73.824,1741,0.2,0,1
34062,1.01E+07,73.824,1776,0.2,0,1
36071,1.07E+07,73.824,1808,0.2,0,1
33830,1.08E+07,73.824,1717,0.2,0,1
35272,1.03E+07,73.824,1676,0.2,0,1
33616,9.71E+06,73.824,1729,0.2,0,1
33197,8.89E+06,73.824,1765,0.2,0,1
34091,9.15E+06,73.824,1779,0.2,0,1
36104,9.80E+06,73.824,1777,0.2,0,1
36088,9.96E+06,73.824,1811,0.2,0,1
35453,9.75E+06,73.824,1861,0.2,0,1
35341,9.55E+06,73.824,1816,0.2,0,1
37231,1.04E+07,73.824,1730,0.2,0,1
35901,9.89E+06,73.824,1667,0.2,0,1
34350,1.03E+07,73.824,1697,0.2,0,1
33651,9.88E+06,73.824,1650,0.2,0,1
33210,9.16E+06,73.824,1761,0.2,0,1
34788,9.44E+06,73.824,1870,0.2,0,1
36077,9.82E+06,73.824,1889,0.2,0,1
38714,1.03E+07,73.824,1782,0.2,0,1
37770,1.06E+07,73.824,1750,0.2,0,1
33945,1.02E+07,73.824,1703,0.2,0,1
32997,8.86E+06,73.824,1752,0.2,0,1
35867,9.36E+06,73.824,1794,0.2,0,1
34089,9.25E+06,73.824,1839,0.2,0,1
35935,9.70E+06,73.824,1869,0.2,0,1
36299,1.05E+07,73.824,1814,0.2,0,1
38224,1.09E+07,73.824,1795,0.2,0,1
35640,9.87E+06,73.824,1712,0.2,0,1
34869,1.01E+07,73.824,1698,0.2,0,1
35369,1.01E+07,73.824,1766,0.2,0,1
32932,9.69E+06,73.824,1795,0.2,0,1
34748,9.72E+06,73.824,1809,0.2,0,1
36138,1.03E+07,73.824,1775,0.2,0,1
36729,1.09E+07,73.824,1752,0.2,0,1
34694,9.63E+06,73.824,1776,0.2,0,1
35421,9.46E+06,73.824,1782,0.2,0,1
36208,1.07E+07,73.824,1727,0.2,0,1
34672,1.03E+07,73.824,1642,0.2,0,1
32719,9.52E+06,73.824,1778,0.2,0,1
32043,9.03E+06,73.824,1818,0.2,0,1
36130,9.36E+06,73.824,1841,0.2,0,1
38480,1.05E+07,73.824,1754,0.2,0,1
34659,1.03E+07,73.824,1726,0.2,0,1
33640,9.62E+06,73.824,1758,0.2,0,1
33348,9.45E+06,73.824,1750,0.2,0,1
34788,8.63E+06,73.824,1752,0.2,0,1
34465,9.36E+06,73.824,1757,0.2,0,1
35103,9.08E+06,73.824,1834,0.2,0,1
34985,9.59E+06,73.824,1778,0.2,0,1
36402,9.41E+06,73.824,1843,0.2,0,1
36533,1.01E+07,73.824,1885,0.2,0,1
37385,9.94E+06,73.824,1751,0.2,0,1
35160,9.98E+06,73.824,1803,0.2,0,1
34690,1.00E+07,73.824,1721,0.2,0,1
34063,1.03E+07,73.824,1673,0.2,0,1
33978,9.66E+06,73.824,1702,0.2,0,1
33615,9.42E+06,73.824,1718,0.2,0,1
33804,9.97E+06,73.824,1789,0.2,0,1
34893,8.82E+06,73.824,1742,0.2,0,1
34543,8.90E+06,73.824,1760,0.2,0,1
35837,8.96E+06,73.824,1745,0.2,0,1
33874,9.08E+06,73.824,1786,0.2,0,1
35235,8.85E+06,73.824,1817,0.2,0,1
35973,9.34E+06,73.824,1826,0.2,0,1
35879,9.73E+06,73.824,1813,0.2,0,1
36454,9.81E+06,73.824,1809,0.2,0,1
36093,9.75E+06,73.824,1742,0.2,0,1
36054,9.92E+06,73.824,1759,0.2,0,1
9830.6,3.93E+06,73.824,1152,0.2,12,1
15598,3.50E+06,73.824,1350,0.2,12,1
23826,5.49E+06,73.824,1486,0.2,12,1
29118,6.89E+06,73.824,1593,0.2,12,1
29122,8.30E+06,73.824,1656,0.2,12,1
29982,8.71E+06,73.824,1708,0.2,12,1
30951,8.35E+06,73.824,1664,0.2,12,1
32277,8.51E+06,73.824,1700,0.2,12,1
34205,8.85E+06,73.824,1768,0.2,12,1
34698,9.56E+06,73.824,1796,0.2,12,1
36403,1.03E+07,73.824,1737,0.2,12,1
33365,1.01E+07,73.824,1692,0.2,12,1
34225,9.96E+06,73.824,1673,0.2,12,1
34413,9.37E+06,73.824,1716,0.2,12,1
33580,8.81E+06,73.824,1740,0.2,12,1
33551,9.33E+06,73.824,1715,0.2,12,1
34569,9.78E+06,73.824,1786,0.2,12,1
34245,9.50E+06,73.824,1735,0.2,12,1
34264,9.54E+06,73.824,1741,0.2,12,1
34276,9.71E+06,73.824,1803,0.2,12,1
34503,9.54E+06,73.824,1852,0.2,12,1
36826,9.52E+06,73.824,1839,0.2,12,1
37121,1.06E+07,73.824,1794,0.2,12,1
36302,1.10E+07,73.824,1674,0.2,12,1
33667,1.02E+07,73.824,1655,0.2,12,1
32085,9.59E+06,73.824,1761,0.2,12,1
34517,9.73E+06,73.824,1697,0.2,12,1
32983,8.93E+06,73.824,1716,0.2,12,1
33788,8.82E+06,73.824,1780,0.2,12,1
35219,9.29E+06,73.824,1815,0.2,12,1
37638,9.92E+06,73.824,1695,0.2,12,1
34469,9.83E+06,73.824,1742,0.2,12,1
32971,9.48E+06,73.824,1712,0.2,12,1
34401,8.99E+06,73.824,1734,0.2,12,1
34766,8.67E+06,73.824,1754,0.2,12,1
32607,9.57E+06,73.824,1748,0.2,12,1
35179,8.88E+06,73.824,1763,0.2,12,1
34707,9.67E+06,73.824,1692,0.2,12,1
33566,9.75E+06,73.824,1805,0.2,12,1
33951,9.24E+06,73.824,1817,0.2,12,1
35533,8.82E+06,73.824,1772,0.2,12,1
36578,9.30E+06,73.824,1811,0.2,12,1
34680,1.03E+07,73.824,1707,0.2,12,1
34707,9.87E+06,73.824,1807,0.2,12,1
36522,9.88E+06,73.824,1833,0.2,12,1
35150,9.53E+06,73.824,1854,0.2,12,1
36223,9.01E+06,73.824,1799,0.2,12,1
36302,9.89E+06,73.824,1704,0.2,12,1
37208,1.02E+07,73.824,1762,0.2,12,1
34965,1.08E+07,73.824,1691,0.2,12,1
32710,9.46E+06,73.824,1717,0.2,12,1
33420,8.83E+06,73.824,1719,0.2,12,1
34988,9.42E+06,73.824,1775,0.2,12,1
33556,9.66E+06,73.824,1735,0.2,12,1
34825,8.68E+06,73.824,1802,0.2,12,1
36563,9.18E+06,73.824,1832,0.2,12,1
35523,9.05E+06,73.824,1818,0.2,12,1
36661,9.78E+06,73.824,1842,0.2,12,1
35952,1.05E+07,73.824,1745,0.2,12,1
34456,1.00E+07,73.824,1800,0.2,12,1
36448,1.06E+07,73.824,1772,0.2,12,1
34979,1.04E+07,73.824,1732,0.2,12,1
35060,1.00E+07,73.824,1674,0.2,12,1
33481,9.65E+06,73.824,1759,0.2,12,1
34714,9.75E+06,73.824,1758,0.2,12,1
34021,9.31E+06,73.824,1745,0.2,12,1
34777,9.17E+06,73.824,1762,0.2,12,1
35731,8.90E+06,73.824,1758,0.2,12,1
34671,9.84E+06,73.824,1806,0.2,12,1
35700,1.03E+07,73.824,1754,0.2,12,1
35497,1.07E+07,73.824,1716,0.2,12,1
33997,1.02E+07,73.824,1705,0.2,12,1
33500,1.06E+07,73.824,1687,0.2,12,1
33244,8.75E+06,73.824,1685,0.2,12,1
33142,9.02E+06,73.824,1751,0.2,12,1
34720,9.72E+06,73.824,1795,0.2,12,1
34307,1.00E+07,73.824,1743,0.2,12,1
36470,9.55E+06,73.824,1740,0.2,12,1
34662,8.90E+06,73.824,1759,0.2,12,1
35303,9.07E+06,73.824,1805,0.2,12,1
35600,1.01E+07,73.824,1756,0.2,12,1
36190,9.94E+06,73.824,1760,0.2,12,1
36521,1.01E+07,73.824,1706,0.2,12,1
32710,1.06E+07,73.824,1703,0.2,12,1
33408,9.48E+06,73.824,1744,0.2,12,1
33760,9.16E+06,73.824,1722,0.2,12,1
34727,9.21E+06,73.824,1826,0.2,12,1
35428,1.03E+07,73.824,1726,0.2,12,1
35194,9.50E+06,73.824,1789,0.2,12,1
35079,9.85E+06,73.824,1781,0.2,12,1
35726,9.80E+06,73.824,1759,0.2,12,1
36270,9.97E+06,73.824,1803,0.2,12,1
35223,9.66E+06,73.824,1804,0.2,12,1
36412,1.05E+07,73.824,1753,0.2,12,1
35912,1.05E+07,73.824,1746,0.2,12,1
33854,9.51E+06,80.23,1543,0.2,12,1
28945,6.93E+06,82.695,1452,0.2,12,1
29003,5.55E+06,82.634,1373,0.2,12,1
32535,5.25E+06,81.014,1300,0.2,12,1
26229,4.68E+06,82.491,1257,0.2,12,1
25813,4.11E+06,80.906,1211,0.2,12,1
26638,3.97E+06,78.991,1247,0.2,12,1
25068,3.87E+06,80.424,1232,0.2,12,1
27433,4.19E+06,80.039,1267,0.2,12,1
28328,4.53E+06,84.571,1271,0.2,12,1
27385,4.84E+06,80.975,1260,0.2,12,1
28600,4.27E+06,80.15,1212,0.2,12,1
27019,4.34E+06,78.928,1175,0.2,12,1
25953,4.13E+06,77.279,1202,0.2,12,1
25837,3.98E+06,78.833,1206,0.2,12,1
30058,4.80E+06,79.204,1247,0.2,12,1
27455,4.57E+06,77.747,1222,0.2,12,1
28087,4.49E+06,78.503,1122,0.2,12,1
27921,4.61E+06,78.371,1213,0.2,12,1
26435,4.04E+06,79.227,1137,0.2,12,1
27368,3.66E+06,80.608,1144,0.2,12,1
29115,4.28E+06,79.234,1204,0.2,12,1
27318,5.13E+06,79.022,1173,0.2,12,1
27050,4.51E+06,68.89,1102,0.2,12,1
26023,3.49E+06,69.822,1091,0.2,12,1
27428,3.99E+06,76.649,1130,0.2,12,1
27567,4.18E+06,77.46,1119,0.2,12,1
28881,4.55E+06,78.915,1138,0.2,12,1
27256,4.71E+06,79.414,1170,0.2,12,1
28940,4.35E+06,83.713,1159,0.2,12,1
32916,5.00E+06,34.81,1196,0.2,12,1
35033,5.92E+06,77.053,1184,0.2,12,1
30235,6.33E+06,80.641,1169,0.2,12,1
28959,5.02E+06,81.108,1139,0.2,12,1
30907,4.83E+06,79.516,1188,0.2,12,1
30993,5.24E+06,81.088,1176,0.2,12,1
29574,5.23E+06,79.458,1167,0.2,12,1
31544,4.83E+06,78.223,1117,0.2,12,1
29270,4.66E+06,76.575,1147,0.2,12,1
28463,4.76E+06,75.717,1138,0.2,12,1
28847,3.86E+06,74.91,1137,0.2,12,1
29212,5.49E+06,78.257,1157,0.2,12,1
27609,5.20E+06,80.088,1189,0.2,12,1
30536,5.18E+06,75.996,1188,0.2,12,1
31889,5.12E+06,138.51,1208,0.2,12,1
29949,4.92E+06,74.478,1201,0.2,12,1
29376,5.37E+06,74.678,1178,0.2,12,1
32260,4.86E+06,73.431,1129,0.2,12,1
28036,5.48E+06,73.437,1173,0.2,12,1
29706,5.35E+06,72.169,1134,0.2,12,1
30141,5.69E+06,72.904,1197,0.2,12,1
29025,5.83E+06,76.668,1183,0.2,12,1
31332,5.90E+06,71.02,1179,0.2,12,1
32174,4.40E+06,74.556,1137,0.2,12,1
30904,5.30E+06,72.46,1081,0.2,12,1
30546,5.65E+06,72.868,1112,0.2,12,1
27630,4.52E+06,73.958,1133,0.2,12,1
30878,4.53E+06,73.552,1121,0.2,12,1
30859,5.48E+06,74.241,1127,0.2,12,1
28346,5.60E+06,19.754,1158,0.2,12,1
31830,4.99E+06,25.171,1178,0.2,12,1
32678,5.82E+06,91.389,1134,0.2,12,1
31712,5.85E+06,76.099,1112,0.2,12,1
28775,5.28E+06,73.866,1128,0.2,12,1
29013,5.05E+06,74.293,1139,0.2,12,1
31807,5.34E+06,73.762,1177,0.2,12,1
31379,5.01E+06,75.29,1176,0.2,12,1
33587,6.20E+06,73.06,1148,0.2,12,1
32145,5.63E+06,72.905,1168,0.2,12,1
31585,5.36E+06,74.202,1136,0.2,12,1
29917,5.40E+06,72.467,1115,0.2,12,1
29272,5.59E+06,74.94,1175,0.2,12,1
30318,5.74E+06,73.555,1183,0.2,12,1
31957,5.08E+06,72.983,1103,0.2,12,1
31687,6.13E+06,74.999,1188,0.2,12,1
31672,6.37E+06,72.778,1145,0.2,12,1
31918,6.55E+06,75.772,1176,0.2,12,1
31409,6.52E+06,72.782,1190,0.2,12,1
33001,6.27E+06,74.709,1178,0.2,12,1
33616,6.49E+06,72.827,1125,0.2,12,1
32631,7.45E+06,71.292,1176,0.2,12,1
31390,6.58E+06,71.798,1128,0.2,12,1
31460,5.82E+06,69.844,1134,0.2,12,1
29278,5.27E+06,72.847,1106,0.2,12,1
30866,4.96E+06,71.387,1099,0.2,12,1
29433,4.61E+06,69.533,1130,0.2,12,1
30228,5.12E+06,67.613,1118,0.2,12,1
31572,5.31E+06,68.164,1118,0.2,12,1
32960,5.56E+06,65.863,1120,0.2,12,1
33283,6.24E+06,65.398,1148,0.2,12,1
30109,5.96E+06,66.431,1109,0.2,12,1
29179,4.89E+06,67.432,1119,0.2,12,1
31445,4.73E+06,68.671,1065,0.2,12,1
31584,5.05E+06,66.681,1076,0.2,12,1
27953,4.92E+06,67.105,1093,0.2,12,1
32002,6.13E+06,67.033,1086,0.2,12,1
31505,6.67E+06,66.968,1108,0.2,12,1
32948,5.71E+06,66.214,1081,0.2,12,1
30893,5.17E+06,67.921,1074,0.2,12,1
29308,4.88E+06,65.537,1087,0.2,12,1
29605,4.93E+06,67.22,1094,0.2,12,1
31121,4.98E+06,62.994,1243,0.2,12,1
32559,7.11E+06,62.029,1369,0.2,12,1
38763,8.28E+06,60.982,1441,0.2,12,1
40787,1.13E+07,60.885,1454,0.2,12,1
41453,1.03E+07,60.736,1468,0.2,12,1
45576,1.26E+07,60.444,1423,0.2,12,1
44518,1.29E+07,60.138,1476,0.2,12,1
44582,1.19E+07,60.286,1542,0.2,12,1
46826,1.24E+07,60.303,1518,0.2,12,1
50167,1.38E+07,60.316,1480,0.2,12,1
45847,1.18E+07,60.273,1497,0.2,12,1
45658,1.24E+07,60.26,1469,0.2,12,1
46276,1.18E+07,60.198,1491,0.2,12,1
46427,1.34E+07,60.232,1457,0.2,12,1
45393,1.24E+07,60.173,1521,0.2,12,1
47800,1.28E+07,60.207,1522,0.2,12,1
46658,1.27E+07,60.192,1510,0.2,12,1
45823,1.23E+07,60.186,1455,0.2,12,1
47461,1.22E+07,60.176,1460,0.2,12,1
45182,1.27E+07,60.24,1442,0.2,12,1
42885,1.20E+07,60.216,1464,0.2,12,1
44114,1.22E+07,60.227,1497,0.2,12,1
46286,1.24E+07,60.236,1446,0.2,12,1
45123,1.20E+07,60.248,1511,0.2,12,1
44734,1.13E+07,60.251,1473,0.2,12,1
47445,1.28E+07,60.245,1474,0.2,12,1
47872,1.31E+07,60.289,1438,0.2,12,1
44170,1.27E+07,60.266,1465,0.2,12,1
43575,1.18E+07,60.266,1477,0.2,12,1
46637,1.27E+07,60.274,1509,0.2,12,1
48462,1.24E+07,60.269,1583,0.2,12,1
47745,1.27E+07,60.277,1540,0.2,12,1
48481,1.44E+07,60.284,1523,0.2,12,1
49021,1.38E+07,60.29,1516,0.2,12,1
47799,1.37E+07,60.276,1433,0.2,12,1
46431,1.35E+07,60.291,1394,0.2,12,1
41548,1.18E+07,60.292,1414,0.2,12,1
43563,1.17E+07,60.288,1484,0.2,12,1
46552,1.24E+07,60.289,1511,0.2,12,1
45909,1.29E+07,60.292,1463,0.2,12,1
48342,1.29E+07,60.289,1424,0.2,12,1
44745,1.35E+07,60.29,1388,0.2,12,1
42556,1.16E+07,60.29,1431,0.2,12,1
43293,1.17E+07,60.291,1456,0.2,12,1
44125,1.13E+07,60.291,1513,0.2,12,1
48583,1.36E+07,60.29,1460,0.2,12,1
45400,1.33E+07,60.291,1478,0.2,12,1
46890,1.25E+07,60.291,1486,0.2,12,1
43690,1.14E+07,60.29,1489,0.2,12,1
46543,1.13E+07,60.29,1541,0.2,12,1
48409,1.31E+07,60.29,1484,0.2,12,1
47252,1.27E+07,60.289,1440,0.2,12,1
46394,1.23E+07,60.29,1514,0.2,12,1
46749,1.21E+07,60.291,1458,0.2,12,1
46046,1.21E+07,60.29,1491,0.2,12,1
44619,1.15E+07,60.291,1468,0.2,12,1
43783,1.15E+07,60.291,1448,0.2,12,1
46786,1.25E+07,60.29,1541,0.2,12,1
48088,1.40E+07,60.291,1498,0.2,12,1
46541,1.35E+07,60.291,1509,0.2,12,1
45531,1.21E+07,60.291,1517,0.2,12,1
45882,1.22E+07,60.291,1514,0.2,12,1
47669,1.20E+07,60.291,1505,0.2,12,1
44730,1.18E+07,60.291,1486,0.2,12,1
